Year,Date,Speaker,SectionID,SpeechID,Speech,Start,End
1980,21Sep,MOYERS,7,0," Mr. Reagan you now have three minutes for closing remarks. 
",0,68
1980,21Sep,REAGAN,7,1," Before beginning my closing remarks, here, I would just like to remark a concern that I have that we have criticized the failures of the Carter policy here rather considerably, both of us this evening. And there might be some feeling of unfairness about this because he was not here to respond. But I believe it would have been much more unfair to have had John Anderson denied the right to participate in this debate. And I want to express my appreciation to the League of Women Voters for adopting a course with which I believe the great majority of Americans are in agreement. Now, as to my closing remarks: I've always believed that this land was placed here between the two great oceans by some divine plan. That it was placed here to be found by a special kind of people - people who had a special love for freedom and who had the courage to uproot themselves and leave hearth and homeland, and came to what, in the beginning, was the most undeveloped wilderness possible. We came from 100 different corners of the earth. We spoke a multitude of tongues. We landed on this Eastern shore and then went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches. If wind, water or fire destroyed them, we built them again. And in so doing, at the same time, we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part. Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again. Today. we're confronted with the horrendous problems that we've discussed here tonight. And some people in high positions of leadership, tell us that the answer is to retreat. That the best is over. That we must cut back. That we must share in an ever-increasing scarcity. That we must, in the failure to be able to protect our national security as it is today, we must not be provocative to any possible adversary. Well, we, the living Americans, have gone through four wars. We've gone through a Great Depression in our lifetime that literally was worldwide and almost brought us to our knees. But we came through all of those things and we achieved even new heights and new greatness. The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth. For 200 years, we've lived in the future, believing that tomorrow would be better than today, and today would be better than yesterday. I still believe that. I'm not running for the Presidency because I believe that I can solve the problems we've discussed tonight. I believe the people of this country can, and together, we can begin the world over again. We can meet our destiny - and that destiny to build a land here that will be, for all mankind, a shining city on a hill. I think we ought to get at it. 
",68,3097
1980,21Sep,MOYERS,7,2," Mr. Anderson, you have the final three minutes. 
",3097,3154
1980,21Sep,ANDERSON,7,3," Mr. Movers, President Carter was not right a few weeks ago when he said that the American people were confronted with only two choices, with only two men, and with only two parties. I think you've seen tonight in this debate that Governor Reagan and I have agreed on exactly one thing - we are both against the reimposition of a peacetime draft. We have disagreed, I believe, on virtually every other issue. I respect him for showing tonight - for appearing here, and I thank the League of Women Voters for the opportunity that they have given me. I am running for President as an Independent because I believe our country is in trouble. I believe that all of us are going to have to begin to work together to solve our problems. If you think that I am a spoiler, consider these facts: Do you really think that our economy is healthy? Do you really think that 8 million Americans being out of work and the 50% unemployment among the youth of our country are acceptable? Do you really think that our armed forces are really acceptably strong in those areas of conventional capability where they should be? Do you think that our political institutions are working the way they should when literally only half of our citizens vote? I don't think you do think that. And therefore, I think you ought to consider doing something about it, and voting for an Independent in 1980. You know, a generation of office seekers has tried to tell the American people that they could get something for nothing. It's been a time, therefore, of illusion and false hopes, and the longer it continues, the more dangerous it becomes. We've got to stop drifting. What I wish tonight so desperately is that we had had more time to talk about some of the other issues that are so fundamentally important. A great historian, Henry Steele Commager, said that in their lust for victory, neither traditional party is looking beyond November. And he went on to cite three issues that their platforms totally ignore: atomic warfare, Presidential Directive 59 notwithstanding. If we don't resolve that issue, all others become irrelevant. The issue of our natural resources; the right of posterity to inherit the earth, and what kind of earth will it be? The issue of nationalism - the recognition, he says, that every major problem confronting us is global, and cannot be solved by nationalism here or elsewhere - that is chauvinistic, that is parochial, that is as anachronistic as states' rights was in the days of Jefferson Davis. Those are some of the great issues - atomic warfare, the use of our natural resources, and the issue of nationalism - that I intend to be talking about in the remaining six weeks of this campaign, and I dare hope that the American people will be listening and that they will see that an Independent government of John Anderson and Patrick Lucey can give us the kind of coalition government that we need in 1980 to begin to solve our problems. Thank you. 
",3154,6122
1984,07Oct,WALTERS,6,0," I'm sitting here like the great schoolteacher, letting you both get away with things -- because one did it, the other one did it. May I ask in the future that the rebuttal stick to what the rebuttal is. And also, foreign policy will be the next debate. Stop dragging it in by its ear into this one. [Laughter] Now, having admonished you, I would like to say to the panel, you are allowed one question and one followup. Would you try, as best you could, not to ask two and three -- I know it's something we all want to do -- two and three questions as part one and two and three as part two.  Having said that, Fred, it's yours.   Federal Taxation  
",0,658
1984,07Oct,BARNES,6,1," Thank you. Mr. Mondale, let me ask you about middle-class Americans and the taxes they pay. Now, I'm talking not about the rich or the poor -- I know your views on their taxes -- but about families earning 25,000 to 45,000 a year. Do you think that those families are overtaxed or undertaxed by the Federal Government? 
",658,986
1984,07Oct,MONDALE,6,2," In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didn't get any relief the first time around. Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up. That's why my proposal protects everybody from $25,000 a year or less against any tax increases, and treats those $70,000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax.  What does this mean in real life? Well, the other day, Vice President Bush disclosed his tax returns to the American people. He's one of the wealthiest Americans, and he's our Vice President. In 1981 I think he paid about 40 percent in taxes. In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes. That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work.  I believe we need some fairness. And that's why I've proposed what I think is a fair and a responsible proposal that helps protect these people who've already got no relief or actually got a tax increase.  
",986,2329
1984,07Oct,BARNES,6,3," It sounds as if you are saying you think this group of taxpayers making 25,000 to 45,000 a year is already overtaxed, yet your tax proposal would increase their taxes. I think your aides have said those earning about 25,000 to 35,000, their tax rate would go up -- their tax bill would go up a hundred dollars, and from 35,000 to 45,000, more than that, several hundred dollars. Wouldn't that stifle their incentive to work and invest and so on, and also hurt the recovery? 
",2329,2812
1984,07Oct,MONDALE,6,4," The first thing is, everybody 25,000 and under would have no tax increase. Mr. Reagan, after the election, is going to have to propose a tax increase, and you will have to compare what he proposes. And his Secretary of the Treasury said he's studying a sales tax or a value-added tax. They're the same thing. They hit middle- and moderate-income Americans and leave wealthy Americans largely untouched.  Up until about $70,000, as you go up the ladder, my proposals will be far more beneficial. As soon as we get the economy on a sound ground as well, I'd like to see the total repeal of indexing. I don't think we can do that for a few years. But at some point, we want to do that as well.  
",2812,3514
1984,07Oct,BARNES,6,5," Mr. President, let me try this on you. Do you think middle-income Americans are overtaxed or undertaxed? 
",3514,3628
1984,07Oct,REAGAN,6,6," You know, I wasn't going to say this at all, but I can't help it. There you go again. [Laughter] I don't have a plan to tax -- or increase taxes. I'm not going to increase taxes. I can understand why you are, Mr. Mondale, because as a Senator you voted 16 times to increase taxes. Now, I believe that our problem has not been that anybody in our country is undertaxed; it's that government is overfed. And I think that most of our people -- this is why we had a 25-percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up. And, as a matter of fact, it just so happens that in the quirks of administering these taxes, those above $50,000 actually did not get quite as big a tax cut percentage-wise as did those from 50,000 down. From 50,000 down, those people paid two-thirds of the taxes, and those people got two-thirds of the tax cut.  Now, the Social Security tax of '77 -- this indeed was a tax that hit people in the lower brackets the hardest. It had two features. It had several tax increases phased in over a period of time -- there are two more yet to come between now and 1989. At the same time every year, it increased the amount of money -- virtually every year, there may have been one or two that were skipped in there -- that was subject to that tax. Today it is up to about $38,000 of earnings that is subject to the payroll tax for Social Security. And that tax, there are no deductions, so a person making anywhere from 10, 15, 20 -- they're paying that tax on the full gross earnings that they have after they have already paid an income tax on that same amount of money.  Now, I don't think that to try and say that we were taxing the rich, and not the other way around, it just doesn't work out that way. The system is still where it was with regard to the progressivity, as I've said, and that has not been changed. But if you take it in numbers of dollars instead of percentage, yes, you could say, well, that person got 10 times as much as this other person. Yes, but he paid 10 times as much, also. But if you take it in percentages, then you find out that it is fair and equitable across the board.  
",3628,5822
1984,07Oct,BARNES,6,7," I thought I caught, Mr. President, a glimmer of a stronger statement there in your answer than you've made before. I think the operative position you had before was that you would only raise taxes in a second term as a last resort, and I thought you said flatly that ""I'm not going to raise taxes.'' Is that what you meant to say, that you will not -- that you will flatly not raise taxes in your second term as President? 
",5822,6254
1984,07Oct,REAGAN,6,8," Yes, I had used -- ""last resort'' would always be with me. If you got the Government down to the lowest level, that you yourself could say it could not go any lower and still perform the services for the people, and if the recovery was so complete that you knew you were getting the ultimate amount of revenues that you could get through that growth, and there was still some slight difference there between those two lines, then I had said once that, yes, you would have to then look to see if taxes should not be adjusted. I don't foresee those things happening, so I say with great confidence I'm not going to go for a tax.  With regard to assailing Mr. Bush about his tax problems and the difference from the tax he once paid and then the later tax he paid, I think if you looked at the deductions, there were great legal expenses in there -- had to do, possibly, with the sale of his home, and they had to do with his setting up of a blind trust. All of those are legally deductions, deductible in computing your tax, and it was a 1-year thing with him.  
",6254,7323
1984,07Oct,WALTERS,6,9," Mr. Mondale, here we go again. It's time for rebuttal. 
",7323,7388
1984,07Oct,MONDALE,6,10," Well, first of all, I gave him the benefit of the doubt on the house deal. I'm just talking about the 12.8 percent that he paid, and that's what's happening all over this country with wealthy Americans. They've got so many loopholes they don't have to pay much in taxes. Now, Mr. President, you said, ""There you go again,'' right?  
",7388,7730
1984,07Oct,REAGAN,6,11," Yes. 
",7730,7744
1984,07Oct,MONDALE,6,12," You remember the last time you said that? 
",7744,7796
1984,07Oct,REAGAN,6,13," Mm-hmm. 
",7796,7813
1984,07Oct,MONDALE,6,14," You said it when President Carter said that you were going to cut Medicare, and you said, ""Oh, no, there you go again, Mr. President.'' And what did you do right after the election? You went out and tried to cut $20 billion out of Medicare. And so, when you say, ""There you go again'' -- people remember this, you know. [Laughter] And people will remember that you signed the biggest tax increase in the history of California and the biggest tax increase in the history of the United States, and what are you going to do? You've got a $260 billion deficit. You can't wish it away. You won't slow defense spending; you refuse to do that -- -- 
",7813,8465
1984,07Oct,WALTERS,6,15," Mr. Mondale, I'm afraid your time is up. 
",8465,8516
1984,07Oct,MONDALE,6,16," Sorry. 
",8516,8533
1984,07Oct,WALTERS,6,17," Mr. President? 
",8533,8558
1984,07Oct,REAGAN,6,18," Yes. With regard to Medicare, no, but it's time for us to say that Medicare is in pretty much the same condition that Social Security was, and something is going to have to be done in the next several years to make it fiscally sound. And, no, I never proposed any $20 billion should come out of Medicare; I have proposed that the program we must treat with that particular problem. And maybe part of that problem is because during the 4 years of the Carter-Mondale administration medical costs in this country went up 87 percent. 
",8558,9097
1984,07Oct,WALTERS,6,19," All right. Fine. 
",9097,9124
1984,07Oct,REAGAN,6,20," I gave you back some of that time. [Laughter]
",9124,9178
1984,07Oct,WALTERS,9,0," You have waived your rebuttal. You can go with your closing statement.  Closing Statements  
",0,102
1984,07Oct,REAGAN,9,1," Well, we'll include it in that. 
",102,143
1984,07Oct,WALTERS,9,2," Okay. 
",143,159
1984,07Oct,REAGAN,9,3," Four years ago, in similar circumstances to this, I asked you, the American people, a question. I asked: ""Are you better off than you were 4 years before?'' The answer to that obviously was no, and as the result, I was elected to this office and promised a new beginning. Now, maybe I'm expected to ask that same question again. I'm not going to, because I think that all of you -- or not everyone, those people that are in those pockets of poverty and haven't caught up, they couldn't answer the way I would want them to -- but I think that most of the people in this country would say, yes, they are better off than they were 4 years ago.  The question, I think, should be enlarged. Is America better off than it was 4 years ago? And I believe the answer to that has to also be ""yes.'' I promised a new beginning. So far, it is only a beginning. If the job were finished, I might have thought twice about seeking reelection for this job.  But we now have an economy that, for the first time -- well, let's put it this way: In the first half of 1980, gross national product was down a minus 3.7 percent. The first half of '84 it's up 8\1/2\ percent. Productivity in the first half of 1980 was down a minus 2 percent. Today it is up a plus 4 percent.  Personal earnings after taxes per capita have gone up almost $3,000 in these 4 years. In 1980 -- or 1979, a person with a fixed income of $8,000 was $500 above the poverty line, and this maybe explains why there are the numbers still in poverty. By 1980 that same person was $500 below the poverty line.  We have restored much of our economy. With regard to business investment, it is higher than it has been since 1949. So, there seems to be no shortage of investment capital. We have, as I said, cut the taxes, but we have reduced inflation, and for 2 years now it has stayed down there, not at double digit, but in the range of 4 or below. We believe that we had also promised that we would make our country more secure.  Yes, we have an increase in the defense budget. But back then we had planes that couldn't fly for lack of spare parts or pilots. We had navy vessels that couldn't leave harbor because of lack of crew or, again, lack of spare parts. Today we're well on our way to a 600-ship navy. We have 543 at present.  We have -- our military, the morale is high. I think the people should understand that two-thirds of the defense budget pays for pay and salary, or pay and pension. And then you add to that food and wardrobe, and all the other things, and you only have a small portion going for weapons. But I am determined that if ever our men are called on, they should have the best that we can provide in the manner of tools and weapons. There has been reference to expensive spare parts, hammers costing $500. Well, we are the ones who found those.  I think we've given the American people back their spirit. I think there's an optimism in the land and a patriotism, and I think that we're in a position once again to heed the words of Thomas Paine, who said: ""We have it in our power to begin the world over again.''  
",159,3258
1984,07Oct,WALTERS,9,4," Thank you, Mr. Reagan. Mr. Mondale, the closing words are now yours.  
",3258,3338
1984,07Oct,MONDALE,9,5," I want to thank the League of Women Voters and the city of Louisville for hosting this evening's debate. I want to thank President Reagan for agreeing to debate. He didn't have to, and he did, and we all appreciate it. The President's favorite question is: Are you better off? Well, if you're wealthy, you're better off. If you're middle income, you're about where you were. And if you're modest income, you're worse off. That's what the economists tell us.  But is that really the question that should be asked? Isn't the real question is will we be better off? Will our children be better off? Are we building the future that this nation needs? I believe that if we ask those questions that bear on our future, not just congratulate ourselves but challenge us to solve those problems, you'll see that we need new leadership.  Are we better of with this arms race? Will we be better off if we start this star wars escalation into the heavens? Are we better off when we deemphasize our values in human rights? Are we better off when we load our children with this fantastic debt? Would fathers and mothers feel proud of themselves if they loaded their children with debts like this nation is now -- over a trillion dollars on the shoulders of our children? Can we say, really say that we will be better off when we pull away from sort of that basic American instinct of decency and fairness?  I would rather lose a campaign about decency than win a campaign about self-interest. I don't think this nation is composed of people who care only for themselves. And when we sought to assault Social Security and Medicare, as the record shows we did, I think that was mean-spirited. When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about.  America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him. I believe there's fundamental fairness crying out that needs to be achieved in our tax system.  I believe that we will be better off if we protect this environment. And contrary to what the President says, I think their record on the environment is inexcusable and often shameful. These laws are not being enforced, have not been enforced, and the public health and the air and the water are paying the price. That's not fair for our future.  I think our future requires a President to lead us in an all-out search to advance our education, our learning, and our science and training, because this world is more complex and we're being pressed harder all the time.  I believe in opening doors. We won the Olympics, in part, because we've had civil rights laws and the laws that prohibit discrimination against women. I have been for those efforts all my life. The President's record is quite different.  The question is our future. President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.'' We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children.  Thank you. 
",3338,6589
1984,07Oct,WALTERS,8,0," Thank you, Mr. Mondale. You're both very obedient. I have to give you credit for that.  We now start our final round of questions. We do want to have time for your rebuttal.  We start with Diane -- Diane Sawyer.   Presidential Campaign  
",0,247
1984,07Oct,SAWYER,8,1," Since we are reaching the end of the question period, and since in every Presidential campaign, the candidates tend to complain that the opposition candidate is not held accountable for what he or she says, let me give you the chance to do that. Mr. Mondale, beginning with you. What do you think the most outrageous thing is your opponent said in this debate tonight? [Laughter]  
",247,637
1984,07Oct,MONDALE,8,2," Do you want to give me some suggestions? [Laughter] I'm going to use my time a little differently. I'm going to give the President some credit. I think the President has done some things to raise the sense of spirit, morale, good feeling in this country, and he's entitled to credit for that. What I think we need, however, is not just that but to move forward, not just congratulating ourselves but challenging ourselves to get on with the business of dealing with America's problems. I think in education, when he lectured the country about the importance of discipline, I didn't like it at first, but I think it helped a little bit. But now we need both that kind of discipline and the resources and the consistent leadership that allows this country to catch up in education and science and training.  I like President Reagan. And this is not personal -- there are deep differences about our future, and that's the basis of my campaign.  
",637,1589
1984,07Oct,SAWYER,8,3," Follow up in a similar vein, then. What remaining question would you most like to see your opponent forced to answer? 
",1589,1716
1984,07Oct,MONDALE,8,4," Without any doubt, I have stood up and told the American people that that $263 billion deficit must come down. And I've done what no candidate for President has ever done, I told you before the election what I'd do. Mr. Reagan, as you saw tonight -- President Reagan takes the position it will disappear by magic. It was once called voodoo economics. I wish the President would say: Yes, the CBO is right. Yes, we have a $263 billion deficit. This is how I'm going to get it done. Don't talk about growth, because even though we need growth, that's not helping. It's going to go in the other direction, as they've estimated.  And give us a plan. What will you cut? Whose taxes will you raise? Will you finally touch that defense budget? Are you going to go after Social Security and Medicare and student assistance and the handicapped again as you did last time? If you'd just tell us what you're going to do, then the American people could compare my plan for the future with your plan. And that's the way it should be. The American people would be in charge.  
",1716,2788
1984,07Oct,SAWYER,8,5," Mr. President, the most outrageous thing your opponent has said in the debate tonight? 
",2788,2884
1984,07Oct,REAGAN,8,6," Well, now, I have to start with a smile, since his kind words to me. I'll tell you what I think has been the most outrageous thing in political dialog, both in this campaign and the one in '82. And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.  And why I think it is outrageous -- first of all, it isn't true. But why it is outrageous is because, for political advantage, every time they do that, they scare millions of senior citizens who are totally dependent on Social Security, have no place else to turn. And they have to live and go to bed at night thinking, ""Is this true? Is someone going to take our check away from us and leave us destitute?'' And I don't think that that should be a part of political dialog.  Now, to -- I still -- I just have a minute here?  
",2884,3788
1984,07Oct,WALTERS,8,7," You have more time. 
",3788,3818
1984,07Oct,REAGAN,8,8," Oh, I -- -- 
",3818,3839
1984,07Oct,WALTERS,8,9," You can keep going. 
",3839,3869
1984,07Oct,REAGAN,8,10," Okay. All right. Now, Social Security, let's lay it to rest once and for all. I told you never would I do such a thing. But I tell you also now, Social Security has nothing to do with the deficit. Social Security is totally funded by the payroll tax levied on employer and employee. If you reduce the out-go of Social Security, that money would not go into the general fund to reduce a deficit. It would go into the Social Security Trust Fund. So, Social Security has nothing to do with balancing a budget or erasing or lowering the deficit.  Now, again, to get to whether I am depending on magic, I think I have talked in straight economic terms about a program of recovery that I was told wouldn't work. And then, after it worked, I was told that lowering taxes would increase inflation. And none of these things happened. It is working, and we're going to continue on that same line.  As to what we might do, and find in further savings cuts, no, we're not going to starve the hungry. But we have 2,478 specific recommendations from a commission of more than 2,000 business people in this country, through the Grace commission, that we're studying right now -- and we've already implemented 17 percent of them -- that are recommendations as to how to make government more efficient, more economic.  
",3869,5180
1984,07Oct,SAWYER,8,11," And to keep it even, what remaining question would you most like to see your opponent forced to answer? 
",5180,5293
1984,07Oct,REAGAN,8,12," Why the deficits are so much of a problem for him now, but that in 1976, when the deficit was $52 billion and everyone was panicking about that, he said, no, that he thought it ought to be bigger, because a bigger deficit would stimulate the economy and would help do away with unemployment. In 1979 he made similar statements, the same effect, that the deficits -- there was nothing wrong with having deficits. Remember, there was a trillion dollars in debt before we got here. That's got to be paid by our children and grandchildren, too, if we don't do it. And I'm hoping we can start some payments on it before we get through here. That's why I want another 4 years.  
",5293,5974
1984,07Oct,WALTERS,8,13," Well, we have time now, if you'd like to answer the President's question, or whatever rebuttal. 
",5974,6080
1984,07Oct,MONDALE,8,14," Well, we've just finished almost the whole debate. And the American people don't have the slightest clue about what President Reagan will do about these deficits. [Laughter] And yet, that's the most important single issue of our time. I did support the '76 measure that he told about, because we were in a deep recession and we needed some stimulation. But I will say as a Democrat, I was a real piker, Mr. President. In 1979 we ran a $29 billion deficit all year. This administration seems to run that every morning. And the result is exactly what we see. This economy is starting to run downhill. Housing is off. Last report on new purchases, it's the lowest since 1982. Growth is a little over 3 percent now. Many people are predicting a recession. And the flow of imports into this country is swamping the American people.  We've got to deal with this problem, and those of us who want to be your President should tell you now what we're going to do, so you can make a judgment.  
",6080,7074
1984,07Oct,WALTERS,8,15," Thank you very much. We must stop now. I want to give you time for your closing statements. It's indeed time for that from each of you. We will begin with President Reagan. Oh, I'm sorry, Mr. Reagan, you had your rebuttal, and I just cut you off because our time is going. You have a chance now for rebuttal before your closing statement. Is that correct?  
",7074,7441
1984,07Oct,REAGAN,8,16," No, I might as well just go with -- -- 
",7441,7489
1984,07Oct,WALTERS,8,17," Do you want to go with your -- -- 
",7489,7533
1984,07Oct,REAGAN,8,18," I don't think so. I'm all confused now. 
",7533,7582
1984,07Oct,WALTERS,8,19," Technically, you did. I have little voices that come in my ear. [Laughter] You don't get those same voices. I'm not hearing it from here -- I'm hearing it from here. 
",7582,7758
1984,07Oct,REAGAN,8,20," All right.
",7758,7777
1984,07Oct,WALTERS,3,0," Mr. President, we begin segment number three with Fred Barnes.  Religion  
",0,84
1984,07Oct,BARNES,3,1," Mr. President, would you describe your religious beliefs, noting particularly whether you consider yourself a born-again Christian, and explain how these beliefs affect your Presidential decisions? 
",84,291
1984,07Oct,REAGAN,3,2," Well, I was raised to have a faith and a belief and have been a member of a church since I was a small boy. In our particular church, we did not use that term, ""born again,'' so I don't know whether I would fit that -- that particular term. But I have -- thanks to my mother, God rest her soul -- the firmest possible belief and faith in God. And I don't believe -- I believe, I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others. And I do resort to prayer. At the same time, however, I have not believed that prayer should be introduced into an election or be a part of a political campaign -- or religion a part of that campaign. As a matter of fact, I think religion became a part of this campaign when Mr. Mondale's running mate said I wasn't a good Christian.  So, it does play a part in my life. I have no hesitancy in saying so. And, as I say, I don't believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered.  
",291,1459
1984,07Oct,BARNES,3,3," Given those beliefs, Mr. President, why don't you attend services regularly, either by going to church or by inviting a minister to the White House, as President Nixon used to do, or someone to Camp David, as President Carter used to do? 
",1459,1706
1984,07Oct,REAGAN,3,4," The answer to your question is very simple about why I don't go to church. I have gone to church regularly all my life, and I started to here in Washington. And now, in the position I hold and in the world in which we live, where Embassies do get blown up in Beirut -- we're supposed to talk about that on the debate the 21st, I understand -- but I pose a threat to several hundred people if I go to church. I know the threats that are made against me. We all know the possibility of terrorism. We have seen the barricades that have had to be built around the White House. And, therefore, I don't feel -- and my minister knows this and supports me in this position -- I don't feel that I have a right to go to church, knowing that my being there could cause something of the kind that we have seen in other places, in Beirut, for example. And I miss going to church, but I think the Lord understands. [Applause]  
",1706,2628
1984,07Oct,WALTERS,3,5," May I ask you, please -- [applause] -- may I ask the audience please to refrain from applause. Fred, your second question.  
",2628,2762
1984,07Oct,BARNES,3,6," Mr. Mondale, would you describe your religious beliefs and mention whether you consider yourself a born-again Christian, and explain how those beliefs would affect your decisions as President? 
",2762,2964
1984,07Oct,MONDALE,3,7," First of all, I accept President Reagan's affirmation of faith. I'm sure that we all accept and admire his commitment to his faith, and we are strengthened, all of us, by that fact. I am a son of a Methodist minister. My wife is the daughter of a Presbyterian minister. And I don't know if I've been born again, but I know I was born into a Christian family. And I believe I have sung at more weddings and more funerals than anybody ever to seek the Presidency. Whether that helps or not, I don't know.  I have a deep religious faith. Our family does. It is fundamental. It's probably the reason that I'm in politics. I think our faith tells us, instructs us, about the moral life that we should lead. And I think we're all together on that.  What bothers me is this growing tendency to try to use one's own personal interpretation of faith politically, to question others' faith, and to try to use the instrumentalities of government to impose those views on others. All history tells us that that's a mistake.  When the Republican platform says that from here on out, we're going to have a religious test for judges before they're selected for the Federal court, and then Jerry Falwell announces that that means they get at least two Justices of the Supreme Court, I think that's an abuse of faith in our country.  This nation is the most religious nation on Earth -- more people go to church and synagogues than any other nation on Earth -- and it's because we kept the politicians and the state out of the personal exercise of our faith. That's why faith in the United States is pure and unpolluted by the intervention of politicians. And I think if we want to continue -- as I do -- to have a religious nation, lets keep that line and never cross it.  
",2964,4731
1984,07Oct,WALTERS,3,8," Thank you. Mr. Barnes, next question. We have time for rebuttal now. 
",4731,4810
1984,07Oct,BARNES,3,9," I think I have a followup. 
",4810,4846
1984,07Oct,WALTERS,3,10," Yes, I asked you if you did. I'm sorry -- -- 
",4846,4901
1984,07Oct,BARNES,3,11," Yes, I do. 
",4901,4921
1984,07Oct,WALTERS,3,12," -- -- I thought you waived it. 
",4921,4962
1984,07Oct,BARNES,3,13," Yes, Mr. Mondale, you've complained, just now, about Jerry Falwell, and you've complained other times about other fundamentalists in politics. Correct me if I'm wrong, but I don't recall your ever complaining about ministers who are involved in the civil rights movement or in the anti-Vietnam war demonstrations or about black preachers who've been so involved in American politics. Is it only conservative ministers that you object to? 
",4962,5409
1984,07Oct,MONDALE,3,14," No. What I object to -- [applause] -- what I object to -- what I object to is someone seeking to use his faith to question the faith of another or to use that faith and seek to use the power of government to impose it on others. A minister who is in civil rights or in the conservative movement, because he believes his faith instructs him to do that, I admire. The fact that the faith speaks to us and that we are moral people, hopefully, I accept and rejoice in. It's when you try to use that to undermine the integrity of private political -- or private religious faith and the use of the state is where -- for the most personal decisions in American life -- that's where I draw the line.  
",5409,6112
1984,07Oct,WALTERS,3,15," Thank you. Now, Mr. President, rebuttal. 
",6112,6163
1984,07Oct,REAGAN,3,16," Yes, it's very difficult to rebut, because I find myself in so much agreement with Mr. Mondale. I, too, want that wall that is in the Constitution of separation of church and state to remain there. The only attacks I have made are on people who apparently would break away at that wall from the government side, using the government, using the power of the courts and so forth to hinder that part of the Constitution that says the government shall not only not establish a religion, it shall not inhibit the practice of religion. And they have been using these things to have government, through court orders, inhibit the practice of religion. A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property. These are they types of things that I think have been happening in a kind of a secular way that have been eroding that separation, and I am opposed to that. With regard to a platform on the Supreme Court, I can only say one thing about that. I have appointed one member to the Supreme Court: Sandra Day O'Connor. I'll stand on my record on that. And if I have the opportunity to appoint any more, I'll do it in the same manner that I did in selecting her.  
",6163,7392
1984,07Oct,WALTERS,3,17," Mr. Mondale, your rebuttal, please. 
",7392,7438
1984,07Oct,MONDALE,3,18," The platform to which the President refers, in fact, calls for a religious test in the selection of judges. And Jerry Falwell says that means we get two or three judges. And it would involve a religious test for the first time in American life. Let's take the example that the President cites. I believe in prayer. My family prays. We've never had any difficulty finding time to pray. But do we want a constitutional amendment adopted of the kind proposed by the President that gets the local politicians into the business of selecting prayers that our children must either recite in school or be embarrassed and asked to excuse themselves? Who would write the prayer? What would it say? How would it be resolved when those disputes occur?  It seems to me that a moment's reflection tells you why the United States Senate turned that amendment down, because it will undermine the practice of honest faith in our country by politicizing it. We don't want that.
",7438,8407
1984,07Oct,WALTERS,2,0," Thank you very much. We'll now begin with segment number two with my colleague, Diane Sawyer. Ms. Sawyer?   Leadership Qualities  
",0,140
1984,07Oct,SAWYER,2,1," Mr. President, Mr. Mondale, the public opinion polls do suggest that the American people are most concerned about the personal leadership characteristics of the two candidates, and each of you has questioned the other's leadership ability. Mr. President, you have said that Mr. Mondale's leadership would take the country down the path of defeatism and despair, and Vice President Bush has called him whining and hoping for bad news. And, Mr. Mondale, you have said that President Reagan offers showmanship, not leadership, that he has not mastered what he must know to command his government. I'd like to ask each of you to substantiate your claims -- Mr. Mondale first. Give us specifics to support your claim that President Reagan is a showman, not a leader; has not mastered what he must know to be President after 4 years, and then, second, tell us what personal leadership characteristics you have that he does not.  
",140,1072
